# Altium Pin Report File

Pin Designator,Net Name,Display Name,IO Bank,IO Standard,Slew Rate,Drive Strength,IO Pin,Vref Pin,CLK Pin,Config Pin,Special Pin,Group,Differential Pair
K8,COLD_R\E\S\E\T\,IO_200,,,,,,,,,,,
K9,VKY_+1V2_CORE,VCCINT_1,,,,,,,,,,,
K10,DGND,GND_25,,,,,,,,,,,
K11,VKY_+1V2_CORE,VCCINT_2,,,,,,,,,,,
K12,DGND,GND_26,,,,,,,,,,,
K13,VKY_+1V2_CORE,VCCINT_3,,,,,,,,,,,
K14,DGND,GND_27,,,,,,,,,,,
K15,VKY_+1V2_CORE,VCCINT_4,,,,,,,,,,,
K16,DGND,GND_28,,,,,,,,,,,
K17,VKY_+1V2_CORE,VCCINT_5,,,,,,,,,,,
K18,DGND,GND_29,,,,,,,,,,,
K19,VKY_+1V2_CORE,VCCINT_6,,,,,,,,,,,
K20,DGND,GND_30,,,,,,,,,,,
K21,,IO_201,,,,,,,,,,,
K22,,IO_202,,,,,,,,,,,
K23,DGND,GND_31,,,,,,,,,,,
K24,VKY_+3V3,VCCIO6_3,,,,,,,,,,,
K25,ABUS_DATA_IN1_o,IO_203,,,,,,,,,,,
K26,ABUS_DATA_IN0_o,IO_204,,,,,,,,,,,
K27,SYSRAM_DQ15,IO_205,,,,,,,,,,,
K28,SYSRAM_DQ14,IO_206,,,,,,,,,,,
L1,RTC_D1,IO_207,,,,,,,,,,,
L2,RTC_D5,IO_208,,,,,,,,,,,
L3,RTC_D0,IO_209,,,,,,,,,,,
L4,RTC_D6,IO_210,,,,,,,,,,,
L5,RTC_A0,IO_211,,,,,,,,,,,
L6,RTC_D7,IO_212,,,,,,,,,,,
L7,RTC_A1,IO_213,,,,,,,,,,,
L8,RTC_A2,IO_214,,,,,,,,,,,
L9,DGND,GND_32,,,,,,,,,,,
L10,VKY_+1V2_CORE,VCCINT_7,,,,,,,,,,,
L11,DGND,GND_33,,,,,,,,,,,
L12,VKY_+1V2_CORE,VCCINT_8,,,,,,,,,,,
L13,DGND,GND_34,,,,,,,,,,,
L14,VKY_+1V2_CORE,VCCINT_9,,,,,,,,,,,
L15,DGND,GND_35,,,,,,,,,,,
L16,VKY_+1V2_CORE,VCCINT_10,,,,,,,,,,,
L17,DGND,GND_36,,,,,,,,,,,
L18,VKY_+1V2_CORE,VCCINT_11,,,,,,,,,,,
L19,DGND,GND_37,,,,,,,,,,,
L20,VKY_+1V2_CORE,VCCINT_12,,,,,,,,,,,
L21,,IO_215,,,,,,,,,,,
L22,,IO_216,,,,,,,,,,,
L23,SYSRAM_DQ13,IO_217,,,,,,,,,,,
L24,SYSRAM_DQ12,IO_218,,,,,,,,,,,
L25,SYSRAM_DQ11,IO_219,,,,,,,,,,,
L26,SYSRAM_DQ10,IO_220,,,,,,,,,,,
L27,SYSRAM_DQ9,IO_221,,,,,,,,,,,
L28,SYSRAM_DQ8,IO_222,,,,,,,,,,,
M1,JOY1_DWN,IO_223,,,,,,,,,,,
M2,JOY1_BTN0,IO_224,,,,,,,,,,,
M3,JOY1_UP,IO_225,,,,,,,,,,,
M4,JOYSTICK1_RLY,IO_226,,,,,,,,,,,
M5,RTC_D3,IO_227,,,,,,,,,,,
M6,FATVICKY_S\T\A\T\U\S\,NSTATUS,,,,,,,,,,,
M7,RTC_D2,IO_228,,,,,,,,,,,
M8,RTC_D4,IO_229,,,,,,,,,,,
M9,VKY_+1V2_CORE,VCCINT_13,,,,,,,,,,,
M10,DGND,GND_38,,,,,,,,,,,
M11,VKY_+1V2_CORE,VCCINT_14,,,,,,,,,,,
M12,DGND,GND_39,,,,,,,,,,,
M13,VKY_+1V2_CORE,VCCINT_15,,,,,,,,,,,
M14,DGND,GND_40,,,,,,,,,,,
M15,VKY_+1V2_CORE,VCCINT_16,,,,,,,,,,,
M16,DGND,GND_41,,,,,,,,,,,
M17,VKY_+1V2_CORE,VCCINT_17,,,,,,,,,,,
M18,DGND,GND_42,,,,,,,,,,,
M19,VKY_+1V2_CORE,VCCINT_18,,,,,,,,,,,
M20,DGND,GND_43,,,,,,,,,,,
M21,SYSRAM_DQ3,IO_230,,,,,,,,,,,
M22,VKY_MSEL2,MSEL2,,,,,,,,,,,
M23,SYSRAM_DQ4,IO_231,,,,,,,,,,,
M24,SYSRAM_DQ5,IO_232,,,,,,,,,,,
M25,SYSRAM_DQ6,IO_233,,,,,,,,,,,
M26,SYSRAM_DQ7,IO_234,,,,,,,,,,,
M27,SYSRAM_DQM0,IO_235,,,,,,,,,,,
M28,SYSRAM_DQM1,IO_236,,,,,,,,,,,
N1,VKY_+3V3,VCCIO1_4,,,,,,,,,,,
N2,DGND,GND_44,,,,,,,,,,,
N3,JOY1_BTN1,IO_237,,,,,,,,,,,
N4,JOY1_RGHT,IO_238,,,,,,,,,,,
N5,VKY_+3V3,VCCIO1_5,,,,,,,,,,,
N6,DGND,GND_45,,,,,,,,,,,
N7,FATVICKY_CONFIG_DATA0,IO/DATA0/VREFB1N2,,,,,,,,,,,
N8,JOY1_LFT,IO_240,,,,,,,,,,,
N9,DGND,GND_46,,,,,,,,,,,
N10,VKY_+1V2_CORE,VCCINT_19,,,,,,,,,,,
N11,DGND,GND_47,,,,,,,,,,,
N12,VKY_+1V2_CORE,VCCINT_20,,,,,,,,,,,
N13,DGND,GND_48,,,,,,,,,,,
N14,VKY_+1V2_CORE,VCCINT_21,,,,,,,,,,,
N15,DGND,GND_49,,,,,,,,,,,
N16,VKY_+1V2_CORE,VCCINT_22,,,,,,,,,,,
N17,DGND,GND_50,,,,,,,,,,,
N18,VKY_+1V2_CORE,VCCINT_23,,,,,,,,,,,
N19,DGND,GND_51,,,,,,,,,,,
N20,VKY_+1V2_CORE,VCCINT_24,,,,,,,,,,,
N21,SYSRAM_DQ0,IO_241,,,,,,,,,,,
N22,VKY_MSEL0,MSEL0,,,,,,,,,,,
N23,DGND,GND_52,,,,,,,,,,,
N24,VKY_+3V3,VCCIO6_4,,,,,,,,,,,
N25,SYSRAM_DQ1,IO_242,,,,,,,,,,,
N26,SYSRAM_DQ2,IO_243,,,,,,,,,,,
N27,DGND,GND_53,,,,,,,,,,,
N28,VKY_+3V3,VCCIO6_5,,,,,,,,,,,
P1,JOYSTICK0_RLY,IO_244,,,,,,,,,,,
P2,JOY1_BTN2,IO_245,,,,,,,,,,,
P3,FATVICKY_CONFIG_DCLK,DCLK,,,,,,,,,,,
P4,FATVICKY_C\O\N\F\I\G\,NCONFIG,,,,,,,,,,,
P5,JTAG_TCK,TCK,,,,,,,,,,,
P6,JTAG_TDO,TDO,,,,,,,,,,,
P7,JTAG_TDI,TDI,,,,,,,,,,,
P8,JTAG_TMS,TMS,,,,,,,,,,,
P9,VKY_+1V2_CORE,VCCINT_25,,,,,,,,,,,
P10,DGND,GND_54,,,,,,,,,,,
P11,VKY_+1V2_CORE,VCCINT_26,,,,,,,,,,,
P12,DGND,GND_55,,,,,,,,,,,
P13,VKY_+1V2_CORE,VCCINT_27,,,,,,,,,,,
P14,DGND,GND_56,,,,,,,,,,,
P15,VKY_+1V2_CORE,VCCINT_28,,,,,,,,,,,
P16,DGND,GND_57,,,,,,,,,,,
P17,VKY_+1V2_CORE,VCCINT_29,,,,,,,,,,,
P18,DGND,GND_58,,,,,,,,,,,
P19,VKY_+1V2_CORE,VCCINT_30,,,,,,,,,,,
P20,DGND,GND_59,,,,,,,,,,,
P21,SYSRAM_DQ29,IO_246,,,,,,,,,,,
P22,VKY_MSEL3,MSEL3,,,,,,,,,,,
P23,VKY_MSEL1,MSEL1,,,,,,,,,,,
P24,FATVICKY_CONFIG_DONE,CONF_DONE,,,,,,,,,,,
P25,68K_W\P\,IO_247/CRC_ERROR,,,,,,,,,,,
P26,INIT_DONE,IO_248/INIT_DONE,,,,,,,,,,,
P27,SYSRAM_DQ30,IO_249/CLKUSR,,,,,,,,,,,
P28,SYSRAM_DQ31,IO_250/C\E\O\,,,,,,,,,,,
R1,VRAM_A_DQ6,IO_251,,,,,,,,,,,
R2,VRAM_A_DQ5,IO_252,,,,,,,,,,,
R3,VRAM_A_C\A\S\,IO_253,,,,,,,,,,,
R4,VRAM_A_W\E\,IO_254,,,,,,,,,,,
R5,VRAM_A_DQ3,IO_255,,,,,,,,,,,
R6,VRAM_A_DQ1,IO_256,,,,,,,,,,,
R7,VRAM_A_DQ0,IO_257,,,,,,,,,,,
R8,FATVICKY_C\E\,NCE,,,,,,,,,,,
R9,DGND,GND_60,,,,,,,,,,,
R10,VKY_+1V2_CORE,VCCINT_31,,,,,,,,,,,
R11,DGND,GND_61,,,,,,,,,,,
R12,VKY_+1V2_CORE,VCCINT_32,,,,,,,,,,,
R13,DGND,GND_62,,,,,,,,,,,
R14,VKY_+1V2_CORE,VCCINT_33,,,,,,,,,,,
R15,DGND,GND_63,,,,,,,,,,,
R16,VKY_+1V2_CORE,VCCINT_34,,,,,,,,,,,
R17,DGND,GND_64,,,,,,,,,,,
R18,VKY_+1V2_CORE,VCCINT_35,,,,,,,,,,,
R19,DGND,GND_65,,,,,,,,,,,
R20,VKY_+1V2_CORE,VCCINT_36,,,,,,,,,,,
R21,SYSRAM_CKE,IO_258,,,,,,,,,,,
R22,SYSRAM_CLK,IO_259,,,,,,,,,,,
R23,SYSRAM_DQM3,IO_260,,,,,,,,,,,
R24,SYSRAM_DQ24,IO_261,,,,,,,,,,,
R25,SYSRAM_DQ25,IO_262,,,,,,,,,,,
R26,SYSRAM_DQ26,IO_263,,,,,,,,,,,
R27,SYSRAM_DQ27,IO_264,,,,,,,,,,,
R28,SYSRAM_DQ28,IO_265,,,,,,,,,,,
T1,VKY_+3V3,VCCIO2_1,,,,,,,,,,,
T2,DGND,GND_66,,,,,,,,,,,
T3,VRAM_A_BA0,IO_266,,,,,,,,,,,
T4,VRAM_A_BA1,IO_267,,,,,,,,,,,
T5,VKY_+3V3,VCCIO2_2,,,,,,,,,,,
T6,DGND,GND_67,,,,,,,,,,,
T7,VRAM_A_DQM0,IO_268,,,,,,,,,,,
T8,VRAM_A_DQ7,IO_269,,,,,,,,,,,
T9,VKY_+1V2_CORE,VCCINT_37,,,,,,,,,,,
T10,DGND,GND_68,,,,,,,,,,,
T11,VKY_+1V2_CORE,VCCINT_38,,,,,,,,,,,
T12,DGND,GND_69,,,,,,,,,,,
T13,VKY_+1V2_CORE,VCCINT_39,,,,,,,,,,,
T14,DGND,GND_70,,,,,,,,,,,
T15,VKY_+1V2_CORE,VCCINT_40,,,,,,,,,,,
T16,DGND,GND_71,,,,,,,,,,,
T17,VKY_+1V2_CORE,VCCINT_41,,,,,,,,,,,
T18,DGND,GND_72,,,,,,,,,,,
T19,VKY_+1V2_CORE,VCCINT_42,,,,,,,,,,,
T20,DGND,GND_73,,,,,,,,,,,
T21,SYSRAM_A8,IO_270/D\E\V\_\C\L\R\,,,,,,,,,,,
T22,SYSRAM_A9,IO_271/DEV_OE,,,,,,,,,,,
T23,DGND,GND_74,,,,,,,,,,,
T24,VKY_+3V3,VCCIO5_1,,,,,,,,,,,
T25,SYSRAM_A11,IO_272,,,,,,,,,,,
T26,SYSRAM_A12,IO_273,,,,,,,,,,,
T27,DGND,GND_75,,,,,,,,,,,
T28,VKY_+3V3,VCCIO5_2,,,,,,,,,,,
U1,VRAM_A_A0,IO_274,,,,,,,,,,,
U2,VRAM_A_A1,IO_275,,,,,,,,,,,
U3,VRAM_A_A2,IO_276,,,,,,,,,,,
U4,VRAM_A_A10,IO_277,,,,,,,,,,,
U5,VRAM_A_C\S\,IO_278,,,,,,,,,,,
U6,VRAM_A_R\A\S\,IO_279,,,,,,,,,,,
U7,VRAM_A_DQ4,IO_280,,,,,,,,,,,
U8,VRAM_A_DQ2,IO_281,,,,,,,,,,,
U9,DGND,GND_76,,,,,,,,,,,
U10,VKY_+1V2_CORE,VCCINT_43,,,,,,,,,,,
U11,DGND,GND_77,,,,,,,,,,,
U12,VKY_+1V2_CORE,VCCINT_44,,,,,,,,,,,
U13,DGND,GND_78,,,,,,,,,,,
U14,VKY_+1V2_CORE,VCCINT_45,,,,,,,,,,,
U15,DGND,GND_79,,,,,,,,,,,
U16,VKY_+1V2_CORE,VCCINT_46,,,,,,,,,,,
U17,DGND,GND_80,,,,,,,,,,,
U18,VKY_+1V2_CORE,VCCINT_47,,,,,,,,,,,
U19,DGND,GND_81,,,,,,,,,,,
U20,VKY_+1V2_CORE,VCCINT_48,,,,,,,,,,,
U21,SYSRAM_A0,IO_282,,,,,,,,,,,
U22,SYSRAM_A1,IO_283,,,,,,,,,,,
U23,SYSRAM_A2,IO_284,,,,,,,,,,,
U24,SYSRAM_A3,IO_285,,,,,,,,,,,
U25,SYSRAM_A4,IO_286,,,,,,,,,,,
U26,SYSRAM_A5,IO_287,,,,,,,,,,,
U27,SYSRAM_A6,IO_288,,,,,,,,,,,
U28,SYSRAM_A7,IO_289,,,,,,,,,,,
V1,VRAM_A_DQ20,IO_290,,,,,,,,,,,
V2,VRAM_A_DQ21,IO_291,,,,,,,,,,,
V3,VRAM_A_DQ22,IO_292,,,,,,,,,,,
V4,VRAM_A_DQ19,IO_293,,,,,,,,,,,
V5,VRAM_A_DQ18,IO_294,,,,,,,,,,,
V6,VRAM_A_DQ17,IO_295,,,,,,,,,,,
V7,VRAM_A_DQ16,IO_296,,,,,,,,,,,
V8,VRAM_A_DQM2,IO_297,,,,,,,,,,,
V9,VKY_+1V2_CORE,VCCINT_49,,,,,,,,,,,
V10,DGND,GND_82,,,,,,,,,,,
V11,VKY_+1V2_CORE,VCCINT_50,,,,,,,,,,,
V12,DGND,GND_83,,,,,,,,,,,
V13,VKY_+1V2_CORE,VCCINT_51,,,,,,,,,,,
V14,DGND,GND_84,,,,,,,,,,,
V15,VKY_+1V2_CORE,VCCINT_52,,,,,,,,,,,
V16,DGND,GND_85,,,,,,,,,,,
V17,VKY_+1V2_CORE,VCCINT_53,,,,,,,,,,,
V18,DGND,GND_86,,,,,,,,,,,
V19,VKY_+1V2_CORE,VCCINT_54,,,,,,,,,,,
V20,DGND,GND_87,,,,,,,,,,,
V21,AUD_P\D\,IO_298,,,,,,,,,,,
V22,LPC_CLK_32Khz,IO_299,,,,,,,,,,,
V23,SYSRAM_C\A\S\,IO_300,,,,,,,,,,,
V24,SYSRAM_R\A\S\,IO_301,,,,,,,,,,,
V25,SYSRAM_C\S\0\,IO_302,,,,,,,,,,,
V26,SYSRAM_BA0,IO_303,,,,,,,,,,,
V27,SYSRAM_BA1,IO_304,,,,,,,,,,,
V28,SYSRAM_A10,IO_305,,,,,,,,,,,
W1,VRAM_A_DQ26,IO_306,,,,,,,,,,,
W2,VRAM_A_DQ27,IO_307,,,,,,,,,,,
W3,VRAM_A_DQ28,IO_308,,,,,,,,,,,
W4,VRAM_A_DQ25,IO_309,,,,,,,,,,,
W5,VKY_+3V3,VCCIO2_3,,,,,,,,,,,
W6,DGND,GND_88,,,,,,,,,,,
W7,VRAM_A_DQ24,IO_310,,,,,,,,,,,
W8,VRAM_A_DQ23,IO_311,,,,,,,,,,,
W9,DGND,GND_89,,,,,,,,,,,
W10,VKY_+1V2_CORE,VCCINT_55,,,,,,,,,,,
W11,DGND,GND_90,,,,,,,,,,,
W12,VKY_+1V2_CORE,VCCINT_56,,,,,,,,,,,
W13,DGND,GND_91,,,,,,,,,,,
W14,VKY_+1V2_CORE,VCCINT_57,,,,,,,,,,,
W15,DGND,GND_92,,,,,,,,,,,
W16,VKY_+1V2_CORE,VCCINT_58,,,,,,,,,,,
W17,DGND,GND_93,,,,,,,,,,,
W18,VKY_+1V2_CORE,VCCINT_59,,,,,,,,,,,
W19,DGND,GND_94,,,,,,,,,,,
W20,VKY_+1V2_CORE,VCCINT_60,,,,,,,,,,,
W21,CODEC_ADC_BCLK,IO_312,,,,,,,,,,,
W22,AUD3_MCLK,IO_313,,,,,,,,,,,
W23,DGND,GND_95,,,,,,,,,,,
W24,VKY_+3V3,VCCIO5_3,,,,,,,,,,,
W25,SYSRAM_DQ22,IO_314,,,,,,,,,,,
W26,SYSRAM_DQ23,IO_315,,,,,,,,,,,
W27,SYSRAM_DQM2,IO_316,,,,,,,,,,,
W28,SYSRAM_W\E\,IO_317,,,,,,,,,,,
Y1,,CLK3,,,,,,,,,,,
Y2,,CLK2,,,,,,,,,,,
Y3,VRAM_A_DQM3,IO_318,,,,,,,,,,,
Y4,VRAM_A_A3,IO_319,,,,,,,,,,,
Y5,VRAM_A_DQ31,IO_320,,,,,,,,,,,
Y6,VRAM_A_DQ30,IO_321,,,,,,,,,,,
Y7,VRAM_A_DQ29,IO_322,,,,,,,,,,,
Y8,NetC382_1,VCCA1,,,,,,,,,,,
Y9,NetC358_1,VCCD_PLL1,,,,,,,,,,,
Y10,VRAM_B_DQ0,IO_323,,,,,,,,,,,
Y11,DGND,GND_96,,,,,,,,,,,
Y12,VRAM_B_A2,IO_324,,,,,,,,,,,
Y13,VRAM_B_DQ20,IO_325,,,,,,,,,,,
Y14,VRAM_B_DQ27,IO_326,,,,,,,,,,,
Y15,JOY0_BTN1,IO_327,,,,,,,,,,,
Y16,VID_A_R\S\T\,IO_328,,,,,,,,,,,
Y17,VID_A_HSYNC,IO_329,,,,,,,,,,,
Y18,DGND,GND_97,,,,,,,,,,,
Y19,IDE_C\S\1\,IO_330,,,,,,,,,,,
Y20,NetC358_1,VCCD_PLL4,,,,,,,,,,,
Y21,NetC382_1,VCCA4,,,,,,,,,,,
Y22,CODEC_ADC_DAT,IO_331,,,,,,,,,,,
Y23,AUD3_BICK,IO_332,,,,,,,,,,,
Y24,LPC_LAD1,IO_333,,,,,,,,,,,
Y25,SYSRAM_DQ21,IO_334,,,,,,,,,,,
Y26,SYSRAM_DQ20,IO_335,,,,,,,,,,,
Y27,CLK_24.576Mhz,CLK6,,,,,,,,,,,
Y28,OSC_CLK_22.579Mhz,CLK7,,,,,,,,,,,
